film_id,name_y,impact,pre_movie_pop,post_movie_pop
tt9278408,Bilecik,57.78947368421052,14.0,71.78947368421052
tt11961378,Bilecik,57.78947368421052,14.0,71.78947368421052
tt2343582,Bursa,56.631578947368425,29.0,85.63157894736842
tt9278408,Eskişehir,56.21052631578948,22.0,78.21052631578948
tt4991026,Eskişehir,56.21052631578948,22.0,78.21052631578948
tt2496972,Novi Sad,56.078947368421055,27.5,83.57894736842105
tt0082562,Como,50.736842105263165,25.0,75.73684210526316
tt1031270,Rancagua,50.44736842105263,25.5,75.94736842105263
tt4991026,İzmit,50.05263157894737,22.0,72.05263157894737
tt6229852,Adana,50.026315789473685,13.5,63.526315789473685
